Gene,adj_F_pval_well
AC022146.2,1.0
CD320,1.0
NDUFA7,1.0
KANK3,1.0
RAB11B-AS1,1.0
RAB11B,1.0
MARCH2,1.0
HNRNPM,1.0
PRAM1,1.0
ZNF414,1.0
MYO1F,1.0
ADAMTS10,1.0
LINC01862,1.0
AC008946.1,1.0
ZNF558,1.0
MBD3L1,1.0
ZNF317,1.0
OR7D2,1.0
ZNF699,1.0
ZNF559,1.0
ZNF177,1.0
AC011451.3,1.0
ZNF266,1.0
ZNF426,1.0
ZNF121,1.0
ZNF561,1.0
ZNF561-AS1,1.0
ZNF562,1.0
ZNF846,1.0
AC008734.1,1.0
FBXL12,1.0
ELAVL1,1.0
TIMM44,1.0
TUBB4A,1.0
AC010503.1,1.0
TNFSF9,1.0
C3,1.0
GPR108,1.0
TRIP10,1.0
SH2D3A,1.0
VAV1,1.0
ADGRE1,1.0
ZNF557,1.0
INSR,1.0
AC119396.2,1.0
ARHGEF18,1.0
PEX11G,1.0
AC010336.8,1.0
ZNF358,1.0
PNPLA6,1.0
CAMSAP3,1.0
XAB2,1.0
PET100,1.0
PCP2,1.0
AC008763.1,1.0
STXBP2,1.0
FCER2,1.0
EVI5L,1.0
PRR36,1.0
MAP2K7,1.0
TGFBR3L,1.0
SNAPC2,1.0
CTXN1,1.0
MCOLN1,1.0
DENND1C,1.0
UBL5,1.0
PIN1,1.0
TIMM29,1.0
SMARCA4,1.0
LDLR,1.0
SPC24,1.0
KANK2,1.0
DOCK6,1.0
RAB3D,1.0
TMEM205,1.0
CCDC159,1.0
PLPPR2,1.0
AC024575.1,1.0
SWSAP1,1.0
EPOR,1.0
PRKCSH,1.0
YIPF2,1.0
ZNF653,1.0
CNN1,1.0
ELOF1,1.0
ZNF627,1.0
AC008543.1,1.0
ZNF823,1.0
ZNF441,1.0
AC008543.5,1.0
ZNF491,1.0
ZNF440,1.0
ZNF439,1.0
ZNF69,1.0
ZNF700,1.0
AC008770.3,1.0
ZNF763,1.0
ECSIT,1.0
AC008752.2,1.0
CARM1,1.0
TMED1,1.0
OLFM2,1.0
SHFL,1.0
ANGPTL6,1.0
PPAN,1.0
P2RY11,1.0
EIF3G,1.0
DNMT1,1.0
S1PR2,1.0
MRPL4,1.0
AC011511.2,1.0
ICAM1,1.0
ICAM4,1.0
ICAM5,1.0
ZGLP1,1.0
C19orf38,1.0
FDX2,1.0
AC114271.1,1.0
ICAM3,1.0
TYK2,1.0
CDC37,1.0
PDE4A,1.0
KEAP1,1.0
S1PR5,1.0
ATG4D,1.0
KRI1,1.0
SLC44A2,1.0
ILF3-DT,1.0
ILF3,1.0
QTRT1,1.0
DNM2,1.0
RAVER1,1.0
ZNF433-AS1,1.0
CRB3,1.0
KHSRP,1.0
SPPL2B,1.0
TMPRSS9,1.0
TIMM13,1.0
LMNB2,1.0
LINC01775,1.0
GADD45B,1.0
GNG7,1.0
SLC39A3,1.0
SGTA,1.0
THOP1,1.0
ZNF554,1.0
ZNF555,1.0
ZNF57,1.0
AC119403.1,1.0
LSM7,1.0
ZNF77,1.0
AC005944.1,1.0
GNA11,1.0
GNA15,1.0
AC005264.1,1.0
NCLN,1.0
NFIC,1.0
SMIM24,1.0
DOHH,1.0
FZR1,1.0
MFSD12,1.0
AC005786.3,1.0
HMG20B,1.0
GIPC3,1.0
TBXA2R,1.0
TLE6,1.0
CACTIN-AS1,1.0
AC104530.1,1.0
PEAK3,1.0
C19orf25,1.0
PCSK4,1.0
REEP6,1.0
ADAMTSL5,1.0
AC027307.1,1.0
MEX3D,1.0
MBD3,1.0
UQCR11,1.0
TCF3,1.0
ATP8B3,1.0
REXO1,1.0
AC012615.6,1.0
KLF16,1.0
AC012615.1,1.0
LINGO3,1.0
ABHD17A,1.0
ADAT3,1.0
CSNK1G2,1.0
BTBD2,1.0
AC005306.1,1.0
MKNK2,1.0
MOB3A,1.0
IZUMO4,1.0
AP3D1,1.0
DOT1L,1.0
AC004490.1,1.0
PLEKHJ1,1.0
SF3A2,1.0
JSRP1,1.0
OAZ1,1.0
SCAMP4,1.0
SLC25A23,1.0
CACTIN,1.0
TJP3,1.0
ARRDC5,1.0
UHRF1,1.0
KDM4B,1.0
PTPRS,1.0
TINCR,1.0
SAFB2,1.0
SAFB,1.0
MICOS13,1.0
HSD11B1L,1.0
LONP1,1.0
PRR22,1.0
DUS3L,1.0
NRTN,1.0
NDUFA11,1.0
TICAM1,1.0
VMAC,1.0
CAPS,1.0
RANBP3,1.0
AC011444.1,1.0
RFX2,1.0
AC011444.3,1.0
ACSBG2,1.0
MLLT1,1.0
AC011471.2,1.0
ACER1,1.0
AC011491.3,1.0
CLPP,1.0
ALKBH7,1.0
PSPN,1.0
GTF2F1,1.0
AC104532.2,1.0
PIP5K1C,1.0
AC005523.2,1.0
AC005523.1,1.0
APBA3,1.0
AC005954.2,1.0
MRPL54,1.0
ZFR2,1.0
DAPK3,1.0
PIAS4,1.0
ZBTB7A,1.0
MAP2K2,1.0
CREB3L3,1.0
SIRT6,1.0
ANKRD24,1.0
EBI3,1.0
YJU2,1.0
TMIGD2,1.0
FEM1A,1.0
FSD1,1.0
AC104521.1,1.0
MPND,1.0
AC007292.3,1.0
AC007292.2,1.0
SH3GL1,1.0
CHAF1A,1.0
UBXN6,1.0
AC011498.1,1.0
HDGFL2,1.0
LRG1,1.0
TNFAIP8L1,1.0
AC005339.1,1.0
DPP9,1.0
DPP9-AS1,1.0
STAP2,1.0
AC027307.2,1.0
ZNF844,1.0
ZNF625,1.0
ARMC6,1.0
SLC25A42,1.0
TMEM161A,1.0
MEF2B,1.0
BORCS8,1.0
RFXANK,1.0
NR2C2AP,1.0
SUGP1,1.0
MAU2,1.0
GATAD2A,1.0
TSSK6,1.0
NDUFA13,1.0
YJEFN3,1.0
PBX4,1.0
SUGP2,1.0
AC002306.1,1.0
GMIP,1.0
ATP13A1,1.0
ZNF101,1.0
ZNF14,1.0
LINC00663,1.0
ZNF506,1.0
AC011477.2,1.0
ZNF253,1.0
ZNF93,1.0
ZNF682,1.0
ZNF90,1.0
AC011447.3,1.0
ZNF486,1.0
AC008554.1,1.0
LPAR2,1.0
ZNF737,1.0
HOMER3,1.0
COPE,1.0
MAP1S,1.0
AC008761.1,1.0
FCHO1,1.0
INSL3,1.0
JAK3,1.0
SLC5A5,1.0
CCDC124,1.0
KCNN1,1.0
ARRDC2,1.0
IL12RB1,1.0
MAST3,1.0
AC007192.2,1.0
PIK3R2,1.0
IFI30,1.0
DDX49,1.0
MPV17L2,1.0
IQCN,1.0
JUND,1.0
LSM4,1.0
PGPEP1,1.0
SSBP4,1.0
ISYNA1,1.0
ELL,1.0
FKBP8,1.0
KXD1,1.0
CRLF1,1.0
REX1BD,1.0
KLHL26,1.0
CRTC1,1.0
UPF1,1.0
RAB3A,1.0
COLGALT1,1.0
ZNF626,1.0
ZNF85,1.0
PLEKHF1,1.0
C19orf12,1.0
CCNE1,1.0
URI1,1.0
AC008507.5,1.0
TSHZ3,1.0
ZNF507,1.0
AC007773.1,1.0
DPY19L3,1.0
PDCD5,1.0
ANKRD27,1.0
AC008736.1,1.0
NUDT19,1.0
TDRD12,1.0
POP4,1.0
SLC7A9,1.0
FAAP24,1.0
RHPN2,1.0
GPATCH1,1.0
WDR88,1.0
CEBPA,1.0
CEBPG,1.0
PEPD,1.0
KCTD15,1.0
LSM14A,1.0
KIAA0355,1.0
AC010504.1,1.0
PDCD2L,1.0
AC008747.1,1.0
UBA2,1.0
CEP89,1.0
ZNF66,1.0
AC007786.1,1.0
AC010511.1,1.0
ZNF430,1.0
ZNF714,1.0
ZNF431,1.0
ZNF708,1.0
ZNF738,1.0
ZNF493,1.0
ZNF429,1.0
AC123912.1,1.0
ZNF100,1.0
ZNF43,1.0
ZNF208,1.0
ZNF257,1.0
ZNF492,1.0
AC074135.1,1.0
UQCRFS1,1.0
ZNF730,1.0
AC092329.4,1.0
ZNF91,1.0
AC010300.1,1.0
ZNF675,1.0
ZNF681,1.0
AC139769.2,1.0
ZNF726,1.0
AC011503.1,1.0
AC092279.1,1.0
ZNF254,1.0
LINC00662,1.0
AC006504.5,1.0
AC006504.7,1.0
AC006504.2,1.0
ZNF724,1.0
ZNF20,1.0
PGLS,1.0
SLC27A1,1.0
DAND5,1.0
LYL1,1.0
TRMT1,1.0
NACC1,1.0
STX10,1.0
IER2,1.0
AC011446.2,1.0
CACNA1A,1.0
CCDC130,1.0
MRI1,1.0
C19orf53,1.0
ZSWIM4,1.0
AC020916.1,1.0
NANOS3,1.0
GADD45GIP1,1.0
C19orf57,1.0
PODNL1,1.0
DCAF15,1.0
RFX1,1.0
AC022098.4,1.0
AC022098.2,1.0
IL27RA,1.0
MISP3,1.0
C19orf67,1.0
SAMD1,1.0
PRKACA,1.0
AC022098.1,1.0
ADGRL1,1.0
AC011509.2,1.0
LINC01841,1.0
CC2D1A,1.0
AC008569.1,1.0
RAD23A,1.0
FARSA,1.0
ZNF136,1.0
ZNF44,1.0
ZNF563,1.0
ZNF442,1.0
ZNF799,1.0
ZNF443,1.0
ZNF709,1.0
ZNF564,1.0
ZNF490,1.0
ZNF791,1.0
MAN2B1,1.0
WDR83,1.0
AC010422.7,1.0
DHPS,1.0
AC092069.1,1.0
AC010422.2,1.0
TNPO2,1.0
TRIR,1.0
GET3,1.0
HOOK2,1.0
PRDX2,1.0
AC018761.2,1.0
THSD8,1.0
RNASEH2A,1.0
MAST1,1.0
DNASE2,1.0
AC020934.2,1.0
KLF1,1.0
GCDH,1.0
SYCE2,1.0
FBXW9,1.0
AC010618.3,1.0
DDX39A,1.0
AC008569.2,1.0
MED26,1.0
AC008764.2,1.0
AC024075.3,1.0
SMIM7,1.0
AC024075.2,1.0
AC024075.1,1.0
TMEM38A,1.0
SIN3B,1.0
F2RL3,1.0
CPAMD8,1.0
HAUS8,1.0
MYO9B,1.0
AC020908.3,1.0
AC020913.1,1.0
AC008764.8,1.0
USE1,1.0
NR2F6,1.0
USHBP1,1.0
BABAM1,1.0
ANKLE1,1.0
ABHD8,1.0
MRPL34,1.0
DDA1,1.0
ANO8,1.0
GTPBP3,1.0
CCDC194,1.0
BISPR,1.0
MVB12A,1.0
AC010319.4,1.0
AC010319.3,1.0
OCEL1,1.0
PKN1,1.0
SLC35E1,1.0
CHERP,1.0
GIPC1,1.0
DNAJB1,1.0
TECR,1.0
NDUFB7,1.0
ADGRE3,1.0
ZNF333,1.0
ADGRE2,1.0
ILVBL,1.0
AC003956.1,1.0
EPHX3,1.0
BRD4,1.0
AKAP8,1.0
AC005785.1,1.0
AKAP8L,1.0
AC008764.6,1.0
WIZ,1.0
PGLYRP2,1.0
CYP4F22,1.0
LINC01764,1.0
RAB8A,1.0
AC008894.2,1.0
HSH2D,1.0
FAM32A,1.0
AC020911.1,1.0
AC020911.3,1.0
AP1M1,1.0
AC020911.2,1.0
EPS15L1,1.0
AC020917.2,1.0
C19orf44,1.0
RASAL3,1.0
CCDC47,1.0
AC027307.3,1.0
GAMT,1.0
RNF213,1.0
AC124319.1,1.0
RNF213-AS1,1.0
ENDOV,1.0
NPTX1,1.0
RPTOR,1.0
AC016245.2,1.0
CHMP6,1.0
AC127496.5,1.0
BAIAP2-DT,1.0
BAIAP2,1.0
AATK,1.0
CEP131,1.0
TEPSIN,1.0
SGSH,1.0
AC027601.2,1.0
SLC38A10,1.0
AC027601.4,1.0
FAAP100,1.0
NPLOC4,1.0
TSPAN10,1.0
PDE6G,1.0
OXLD1,1.0
CCDC137,1.0
ARL16,1.0
HGS,1.0
AC139530.1,1.0
MRPL12,1.0
SLC25A10,1.0
MCRIP1,1.0
NDUFAF8,1.0
AC145207.3,1.0
AC087741.1,1.0
GAA,1.0
SNHG20,1.0
SEC14L1,1.0
SEPTIN9,1.0
AC111182.1,1.0
AC111170.1,1.0
AC021683.5,1.0
LINC01973,1.0
TNRC6C,1.0
TNRC6C-AS1,1.0
TMC6,1.0
TMC8,1.0
C17orf99,1.0
TK1,1.0
AFMID,1.0
EIF4A3,1.0
BIRC5,1.0
AC061992.2,1.0
PGS1,1.0
CYTH1,1.0
USP36,1.0
AC022966.2,1.0
TIMP2,1.0
CANT1,1.0
ENGASE,1.0
ENPP7,1.0
CBX2,1.0
CBX8,1.0
CBX4,1.0
TBC1D16,1.0
CCDC40,1.0
AC087645.2,1.0
AC016168.2,1.0
AC145207.2,1.0
AC145207.5,1.0
AC124283.2,1.0
AC124283.1,1.0
WDR45B,1.0
RAB40B,1.0
FN3KRP,1.0
FN3K,1.0
TBCD,1.0
ZNF750,1.0
B3GNTL1,1.0
METRNL,1.0
AC139099.2,1.0
AP001005.3,1.0
USP14,1.0
THOC1,1.0
AC124283.3,1.0
AP000845.1,1.0
AP001178.3,1.0
ENOSF1,1.0
YES1,1.0
AP001020.2,1.0
AP005328.1,1.0
LINC00470,1.0
AP005262.2,1.0
AP005136.4,1.0
METTL4,1.0
AP005136.3,1.0
NDC80,1.0
SMCHD1,1.0
AP001011.1,1.0
EMILIN2,1.0
TYMSOS,1.0
ARHGDIA,1.0
FOXK2,1.0
AC132938.3,1.0
AC145207.6,1.0
ALYREF,1.0
PCYT2,1.0
SIRT7,1.0
MAFG,1.0
AC145207.8,1.0
MAFG-DT,1.0
PYCR1,1.0
NOTUM,1.0
ASPSCR1,1.0
CENPX,1.0
LRRC45,1.0
RAC3,1.0
DCXR,1.0
NARF,1.0
DCXR-DT,1.0
GPS1,1.0
DUS1L,1.0
FASN,1.0
CCDC57,1.0
SLC16A3,1.0
CSNK1D,1.0
LINC01970,1.0
AC132872.1,1.0
SECTM1,1.0
OGFOD3,1.0
HEXD,1.0
HEXD-IT1,1.0
CYBC1,1.0
AC132938.6,1.0
RFNG,1.0
LPIN2,1.0
MGAT5B,1.0
MFSD11,1.0
AC005332.1,1.0
AMZ2,1.0
ARSG,1.0
SLC16A6,1.0
AC007780.1,1.0
WIPI1,1.0
PRKAR1A,1.0
FAM20A,1.0
ABCA10,1.0
ABCA5,1.0
MAP2K6,1.0
AC002546.1,1.0
LINC01483,1.0
LINC00511,1.0
AC005332.4,1.0
SLC39A11,1.0
FAM104A,1.0
C17orf80,1.0
CDC42EP4,1.0
RPL38,1.0
AC100786.1,1.0
TTYH2,1.0
DNAI2,1.0
AC103809.1,1.0
KIF19,1.0
BTBD17,1.0
GPR142,1.0
GPRC5C,1.0
CD300A,1.0
CD300C,1.0
COG1,1.0
RAB37,1.0
AC005332.7,1.0
AC005332.3,1.0
FTSJ3,1.0
PSMC5,1.0
SMARCD2,1.0
CD79B,1.0
PRR29-AS1,1.0
PRR29,1.0
AC005803.1,1.0
SNHG25,1.0
TEX2,1.0
MILR1,1.0
POLG2,1.0
DDX5,1.0
CEP95,1.0
SMURF2,1.0
AC005332.5,1.0
LRRC37A3,1.0
GNA13,1.0
AC037487.2,1.0
AXIN2,1.0
CEP112,1.0
PRKCA-AS1,1.0
HELZ,1.0
AC007448.4,1.0
PSMD12,1.0
PITPNC1,1.0
NOL11,1.0
BPTF,1.0
C17orf58,1.0
KPNA2,1.0
AC005332.6,1.0
AC103810.2,1.0
LINC02080,1.0
AC016888.1,1.0
NAT9,1.0
AC087289.5,1.0
TRIM65,1.0
AC087289.2,1.0
MRPL38,1.0
FBF1,1.0
ACOX1,1.0
TEN1,1.0
CDK3,1.0
SRP68,1.0
ZACN,1.0
EXOC7,1.0
RNF157-AS1,1.0
QRICH2,1.0
PRPSAP1,1.0
TRIM47,1.0
SPHK1,1.0
AANAT,1.0
RHBDF2,1.0
CYGB,1.0
PRCD,1.0
AC015802.4,1.0
SNHG16,1.0
AC015802.6,1.0
ST6GALNAC2,1.0
ST6GALNAC1,1.0
AC005837.1,1.0
MXRA7,1.0
JMJD6,1.0
METTL23,1.0
SRSF2,1.0
UBE2O,1.0
SLC9A3R1,1.0
WBP2,1.0
UNK,1.0
TMEM104,1.0
GRIN2C,1.0
FDXR,1.0
HID1,1.0
MRPL58,1.0
KCTD2,1.0
ATP5PD,1.0
SLC16A5,1.0
ARMC7,1.0
NT5C,1.0
JPT1,1.0
NUP85,1.0
GGA3,1.0
MRPS7,1.0
UNC13D,1.0
MIF4GD,1.0
SLC25A19,1.0
GRB2,1.0
AC011933.4,1.0
AC011933.2,1.0
TMEM94,1.0
CASKIN2,1.0
TSEN54,1.0
LLGL2,1.0
MYO15B,1.0
RECQL5,1.0
SAP30BP,1.0
AC087749.2,1.0
ITGB4,1.0
GALK1,1.0
AC022211.2,1.0
DAZAP1,1.0
AP000919.4,1.0
AP000919.3,1.0
FECH,1.0
NARS,1.0
AC027097.1,1.0
AC027097.2,1.0
ATP8B1,1.0
NEDD4L,1.0
AC104971.1,1.0
MALT1,1.0
AC104365.1,1.0
PMAIP1,1.0
AC090771.2,1.0
AC091576.1,1.0
PIGN,1.0
RELCH,1.0
WDR7,1.0
AC027514.1,1.0
ZCCHC2,1.0
PHLPP1,1.0
AC022726.2,1.0
KDSR,1.0
AC036176.1,1.0
VPS4B,1.0
HMSD,1.0
SERPINB8,1.0
DSEL,1.0
AC005909.2,1.0
TMX3,1.0
CCDC102B,1.0
DOK6,1.0
AC068254.1,1.0
AC100843.1,1.0
CD226,1.0
TXNL1,1.0
TCF4,1.0
IER3IP1,1.0
AC120349.1,1.0
ZBTB7C,1.0
CTIF,1.0
AC093567.1,1.0
SMAD7,1.0
AC016866.1,1.0
DYM,1.0
AC016866.2,1.0
AC044840.1,1.0
AC100778.4,1.0
C18orf32,1.0
AC100778.3,1.0
SNHG22,1.0
TCF4-AS1,1.0
MYO5B,1.0
MBD1,1.0
CXXC1,1.0
SKA1,1.0
MRO,1.0
ME2,1.0
ELAC1,1.0
SMAD4,1.0
MEX3C,1.0
DCC,1.0
MBD2,1.0
AC093462.1,1.0
POLI,1.0
STARD6,1.0
C18orf54,1.0
CFAP53,1.0
HDHD2,1.0
RTTN,1.0
AC090125.1,1.0
AC009005.1,1.0
BSG,1.0
HCN2,1.0
POLRMT,1.0
FGF22,1.0
RNF126,1.0
AC004156.1,1.0
FSTL3,1.0
PRSS57,1.0
PTBP1,1.0
CFD,1.0
MED16,1.0
R3HDM4,1.0
KISS1R,1.0
CDC34,1.0
ARID3A,1.0
TMEM259,1.0
CNN2,1.0
ABCA7,1.0
ARHGAP45,1.0
POLR2E,1.0
SBNO2,1.0
STK11,1.0
ATP5F1D,1.0
MIDN,1.0
CIRBP,1.0
FAM174C,1.0
PWWP3A,1.0
NDUFS7,1.0
AC005329.1,1.0
WDR18,1.0
SOCS6,1.0
TPGS1,1.0
MADCAM1,1.0
TIMM21,1.0
CYB5A,1.0
CNDP2,1.0
LINC00909,1.0
ZNF407,1.0
AC015819.2,1.0
AC015819.1,1.0
ZADH2,1.0
TSHZ1,1.0
LINC01879,1.0
ZNF236-DT,1.0
AC027575.2,1.0
ZNF236,1.0
AC093330.1,1.0
AC005775.1,1.0
AC100863.1,1.0
AC125437.3,1.0
NFATC1,1.0
AC068473.5,1.0
CTDP1,1.0
KCNG2,1.0
SLC66A2,1.0
HSBP1L1,1.0
TXNL4A,1.0
AC090360.1,1.0
RBFA,1.0
ADNP2,1.0
PARD6G,1.0
LINC01002,1.0
MIER2,1.0
ATP9B,1.0
AP000919.2,1.0
AC012254.3,1.0
KATNAL2,1.0
MPPE1,1.0
AP001269.4,1.0
IMPA2,1.0
TUBB6,1.0
AFG3L2,1.0
PRELID3A,1.0
SPIRE1,1.0
PSMG2,1.0
CEP76,1.0
AP005482.3,1.0
PTPN2,1.0
SEH1L,1.0
AP002449.1,1.0
CEP192,1.0
CHMP1B,1.0
LDLRAD4,1.0
AP005131.6,1.0
FAM210A,1.0
RNMT,1.0
ZNF519,1.0
ROCK1,1.0
GREB1L,1.0
ESCO1,1.0
SNRPD1,1.0
ABHD3,1.0
AC106037.3,1.0
AC103987.2,1.0
GATA6,1.0
AC090912.1,1.0
RBBP8,1.0
AP005131.5,1.0
CABLES1,1.0
GNAL,1.0
VAPA,1.0
MYOM1,1.0
AP005329.2,1.0
AP005329.3,1.0
MYL12A,1.0
AP005329.1,1.0
MYL12B,1.0
AP001025.1,1.0
TGIF1,1.0
DLGAP1,1.0
DLGAP1-AS1,1.0
DLGAP1-AS2,1.0
LINC00526,1.0
LINC00667,1.0
ZBTB14,1.0
NAPG,1.0
AP001496.1,1.0
L3MBTL4,1.0
L3MBTL4-AS1,1.0
PTPRM,1.0
RAB12,1.0
AP001793.1,1.0
NDUFV2,1.0
AP005899.1,1.0
NDUFV2-AS1,1.0
ANKRD12,1.0
AP001033.1,1.0
TWSG1,1.0
RALBP1,1.0
PPP4R1,1.0
RAB31,1.0
AP001021.3,1.0
AC012254.1,1.0
TMEM241,1.0
RMC1,1.0
ZNF396,1.0
INO80C,1.0
GALNT1,1.0
AC090229.1,1.0
C18orf21,1.0
RPRD1A,1.0
SLC39A6,1.0
ELP2,1.0
MOCOS,1.0
FHOD3,1.0
TPGS2,1.0
KIAA1328,1.0
AC016493.1,1.0
MIR924HG,1.0
ZNF24,1.0
LINC01901,1.0
LINC00907,1.0
RIT2,1.0
AC120049.1,1.0
SETBP1,1.0
SLC14A2,1.0
AC023421.2,1.0
SLC14A1,1.0
EPG5,1.0
ATP5F1A,1.0
HAUS1,1.0
C18orf25,1.0
RNF165,1.0
AC090241.2,1.0
PIAS2,1.0
PIK3C3,1.0
RIOK3,1.0
AC116447.1,1.0
ZSCAN30,1.0
NPC1,1.0
LAMA3,1.0
TTC39C,1.0
TTC39C-AS1,1.0
AC090772.2,1.0
AC090772.1,1.0
CABYR,1.0
OSBPL1A,1.0
IMPACT,1.0
HRH4,1.0
AC007922.4,1.0
LINC01915,1.0
SS18,1.0
PSMA8,1.0
AC011815.1,1.0
TAF4B,1.0
KCTD1,1.0
AC007996.1,1.0
CDH2,1.0
B4GALT6,1.0
AC017100.1,1.0
AC009831.1,1.0
AC009831.3,1.0
AC011825.4,1.0
AC011825.2,1.0
GAREM1,1.0
DTNA,1.0
MAPRE2,1.0
AC015967.1,1.0
ZNF397,1.0
AC121320.1,1.0
AC136475.5,1.0
IFIT5,1.0
AC136475.1,1.0
IRAK2,1.0
TATDN2,1.0
LINC00852,1.0
GHRL,1.0
GHRLOS,1.0
ATG7,1.0
VGLL4,1.0
TAMM41,1.0
SYN2,1.0
PPARG,1.0
TSEN2,1.0
MKRN2OS,1.0
MKRN2,1.0
RAF1,1.0
CAND2,1.0
IQSEC1,1.0
NUP210,1.0
HDAC11-AS1,1.0
HDAC11,1.0
CHCHD4,1.0
TMEM43,1.0
AC093495.1,1.0
XPC,1.0
LSM3,1.0
SLC6A6,1.0
CCDC174,1.0
C3orf20,1.0
FGD5-AS1,1.0
NR2C2,1.0
AC034193.1,1.0
VHL,1.0
BRK1,1.0
FANCD2OS,1.0
AC026202.3,1.0
EDEM1,1.0
AC026167.1,1.0
GRM7-AS3,1.0
LMCD1-AS1,1.0
LMCD1,1.0
CAV3,1.0
OXTR,1.0
RAD18,1.0
AC037193.1,1.0
AC026191.1,1.0
THUMPD3-AS1,1.0
THUMPD3,1.0
SETD5,1.0
MRPS25,1.0
LHFPL4,1.0
CPNE9,1.0
BRPF1,1.0
OGG1,1.0
TADA3,1.0
TTLL3,1.0
RPUSD3,1.0
JAGN1,1.0
IL17RE,1.0
IL17RC,1.0
CRELD1,1.0
PRRT3,1.0
PRRT3-AS1,1.0
EMC3,1.0
FANCD2,1.0
MTMR14,1.0
RBSN,1.0
CAPN7,1.0
SH3BP5-AS1,1.0
LINC02084,1.0
CMC1,1.0
AZI2,1.0
ZCWPW2,1.0
RBMS3,1.0
RBMS3-AS3,1.0
RBMS3-AS2,1.0
AC096921.2,1.0
STT3B,1.0
OSBPL10,1.0
GPD1L,1.0
CMTM7,1.0
DYNC1LI1,1.0
CNOT10,1.0
AC099535.2,1.0
TMPPE,1.0
SUSD5,1.0
FBXL2,1.0
UBP1,1.0
CLASP2,1.0
AC112220.2,1.0
PDCD6IP,1.0
STAC,1.0
EPM2AIP1,1.0
MLH1,1.0
LRRFIP2,1.0
AC097359.3,1.0
GOLGA4,1.0
C3orf35,1.0
ITGA9-AS1,1.0
CRTAP,1.0
AC026202.2,1.0
NEK10,1.0
NGLY1,1.0
SH3BP5,1.0
METTL6,1.0
EAF1,1.0
EAF1-AS1,1.0
COLQ,1.0
HACL1,1.0
BTD,1.0
ANKRD28,1.0
AC090945.1,1.0
DPH3,1.0
AC090948.1,1.0
AC090948.4,1.0
PLCL2-AS1,1.0
AC090644.1,1.0
OXSM,1.0
TBC1D5,1.0
SATB1-AS1,1.0
AC061958.1,1.0
EFHB,1.0
RAB5A,1.0
PP2D1,1.0
SGO1,1.0
SGO1-AS1,1.0
ZNF385D,1.0
UBE2E2,1.0
UBE2E1,1.0
NKIRAS1,1.0
NR1D2,1.0
RARB,1.0
TOP2B,1.0
AC144521.1,1.0
ARL8B,1.0
BHLHE40-AS1,1.0
AC018816.1,1.0
SLC16A14,1.0
AC009950.1,1.0
SP110,1.0
SP140,1.0
SP140L,1.0
SP100,1.0
AC010149.1,1.0
CAB39,1.0
GPR55,1.0
AC012507.3,1.0
PSMD1,1.0
HTR2B,1.0
ARMC9,1.0
AC017104.1,1.0
FBXO36,1.0
NCL,1.0
NMUR1,1.0
PDE6D,1.0
COPS7B,1.0
AC073476.3,1.0
DIS3L2,1.0
AC019130.1,1.0
CHRNG,1.0
TIGD1,1.0
EIF4E2,1.0
AC073254.1,1.0
EFHD1,1.0
GIGYF2,1.0
AC064852.1,1.0
KCNJ13,1.0
LINC00471,1.0
SNORC,1.0
TRIP12,1.0
DAW1,1.0
ATG9A,1.0
ANKZF1,1.0
GLB1L,1.0
STK16,1.0
TUBA4A,1.0
DNAJB2,1.0
DNPEP,1.0
SPEGNB,1.0
GMPPA,1.0
CHPF,1.0
TMEM198,1.0
OBSL1,1.0
STK11IP,1.0
EPHA4,1.0
DNER,1.0
SGPP2,1.0
ACSL3,1.0
AP1S3,1.0
WDFY1,1.0
MRPL44,1.0
FAM124B,1.0
AC073052.2,1.0
CUL3,1.0
IRS1,1.0
RHBDD1,1.0
COL4A4,1.0
AC097662.1,1.0
MFF,1.0
AGFG1,1.0
CCL20,1.0
FARSB,1.0
CTDSPL,1.0
ATG16L1,1.0
USP40,1.0
PPP1R7,1.0
ANO7,1.0
HDLBP,1.0
SEPTIN2,1.0
FARP2,1.0
AC005104.3,1.0
STK25,1.0
BOK,1.0
THAP4,1.0
ATG4B,1.0
DTYMK,1.0
ING5,1.0
D2HGDH,1.0
AC114730.1,1.0
MTERF4,1.0
GAL3ST2,1.0
PDCD1,1.0
RTP5,1.0
LINC01237,1.0
LINC01238,1.0
LINC01266,1.0
CNTN4,1.0
TRNT1,1.0
CRBN,1.0
AC034195.1,1.0
SUMF1,1.0
AC023480.1,1.0
SETMAR,1.0
ITPR1-DT,1.0
ITPR1,1.0
AC131097.3,1.0
DGKD,1.0
AC005237.1,1.0
CAPN10,1.0
HJURP,1.0
AC097713.1,1.0
LINC01891,1.0
AC010148.1,1.0
AGAP1,1.0
AC012063.1,1.0
COPS8,1.0
COL6A3,1.0
MLPH,1.0
LRRFIP1,1.0
AC012076.1,1.0
RBM44,1.0
UBE2F,1.0
ILKAP,1.0
GPR35,1.0
LINC02610,1.0
HES6,1.0
PER2,1.0
AC012485.3,1.0
ASB1,1.0
HDAC4,1.0
AC017028.1,1.0
HDAC4-AS1,1.0
NDUFA10,1.0
COPS9,1.0
GPC1,1.0
ANKMY1,1.0
DUSP28,1.0
RNPEPL1,1.0
CAPN10-DT,1.0
AC012485.1,1.0
ABCB6,1.0
VILL,1.0
ACAA1,1.0
TEX264,1.0
AC099050.1,1.0
RRP9,1.0
PARP3,1.0
PCBP4,1.0
ABHD14B,1.0
ABHD14A,1.0
